Date,IGSpread,HYSpread,SPX,VIX
7/21/2011,92.41666667,463.9315645,1343.8,17.56
7/22/2011,92.63318388,463.6476629,1345.02,17.52
7/25/2011,94.53571429,473.8990998,1337.43,19.35
7/26/2011,94.4375,473.4888359,1331.94,20.23
7/27/2011,96.18928571,485.8426395,1304.89,22.98
7/28/2011,95.83928571,487.2267688,1300.67,23.74
7/29/2011,95.86818994,494.635047,1292.28,25.25
8/1/2011,95.75,500.9259211,1286.94,23.66
8/2/2011,98.58512406,522.967707,1254.05,24.79
8/3/2011,97.5,519.5458355,1260.34,23.38
8/4/2011,104.0208333,577.6243018,1200.07,31.66
8/5/2011,103,581.5358922,1199.38,32
8/8/2011,115.125,686.3575664,1119.46,48
8/9/2011,110,630.9845117,1172.53,35.06
8/10/2011,115.4642857,682.6065033,1120.76,42.99
8/11/2011,116.5886247,675.7029811,1172.64,39
8/12/2011,115.3199131,652.639693,1178.81,36.36
8/15/2011,109.5,608.0712584,1204.49,31.87
8/16/2011,112.5178571,633.3166301,1192.76,32.85
8/17/2011,109.6606911,615.8582455,1193.89,31.58
8/18/2011,117,669.1562128,1140.65,42.67
8/19/2011,122.71875,698.785645,1123.53,43.05
8/22/2011,126.5,715.3331918,1123.82,42.44
8/23/2011,125.9642857,701.5993155,1162.35,36.27
8/24/2011,124.8035714,701.7073145,1177.6,35.9
8/25/2011,125.6821406,717.1322745,1159.27,39.76
8/26/2011,126.2071429,723.9432674,1176.8,35.59
8/30/2011,118.09375,655.9355312,1212.92,32.89
8/31/2011,114.5,629.7519101,1218.89,31.62
9/1/2011,117.4178571,644.3074033,1204.42,31.82
9/2/2011,121.00625,669.7631992,1173.97,33.92
9/6/2011,126.65,696.6141464,1165.24,37
9/7/2011,121.65625,666.0747541,1198.62,33.38
9/8/2011,124.6666667,680.9402941,1185.9,34.32
9/9/2011,131.6041667,732.651257,1154.23,38.52
9/12/2011,135.8892857,741.7419731,1162.27,38.59
9/13/2011,131.2785714,705.0917427,1172.87,36.91
9/14/2011,128.828125,689.3579788,1188.68,34.6
9/15/2011,125.0714286,664.1315537,1209.11,31.97
9/16/2011,125.2785714,665.6406302,1216.01,30.98
9/19/2011,127.53125,676.6442571,1204.09,32.73
9/20/2011,133.908896,664.6486089,1202.09,32.86
9/21/2011,140.3083333,698.1907982,1166.76,37.32
9/22/2011,145.5208333,726.7901788,1129.56,41.35
9/23/2011,140.6666667,719.3110403,1136.43,41.25
9/26/2011,136.8714286,697.6921344,1162.95,39.02
9/27/2011,136.2285714,770.9511957,1175.38,37.71
9/28/2011,141.1875,806.4759671,1151.06,41.08
9/29/2011,139.7142857,800.1028311,1160.4,38.84
9/30/2011,144.2000829,829.1001646,1131.42,42.96
10/3/2011,150.125,880.9145676,1099.23,45.45
10/4/2011,147.4624422,863.6977457,1123.95,40.82
10/5/2011,145.0625,834.1090187,1144.03,37.81
10/6/2011,138.8541667,802.5233747,1164.97,36.27
10/7/2011,139.2857143,804.4604118,1155.46,36.2
10/11/2011,134.6166667,767.4138511,1195.54,32.86
10/12/2011,130.2916667,729.8733642,1207.25,31.26
10/13/2011,132.5,741.5025069,1203.66,30.7
10/14/2011,130,724.0100187,1224.58,28.24
10/17/2011,134.4859375,752.7540462,1200.86,33.39
10/18/2011,132.65625,734.9911438,1225.38,31.56
10/19/2011,134.425,741.8391412,1209.88,34.44
10/20/2011,133.703125,738.3890866,1215.39,34.78
10/21/2011,131.275,718.5139114,1238.25,31.32
10/24/2011,126.1875,685.8210249,1254.19,29.26
10/25/2011,129.71875,705.1071966,1229.05,32.22
10/26/2011,125.8142857,687.7644486,1242,29.86
10/27/2011,113.39375,619.0444853,1284.59,25.46
10/28/2011,114.0357143,614.2808148,1285.09,24.53
10/31/2011,120.7708333,652.1704414,1253.3,29.96
11/1/2011,126.9375,698.7806836,1218.28,34.77
11/2/2011,125.40625,685.7005607,1237.9,32.74
11/3/2011,120.521875,656.241674,1261.15,30.5
11/4/2011,123.2035714,668.4234144,1253.23,30.16
11/7/2011,123.59375,669.7389412,1261.12,29.85
11/8/2011,121.2321429,658.6105501,1275.92,27.48
11/9/2011,129.5,724.3421415,1229.1,36.16
11/10/2011,129.6166667,727.2299545,1239.69,32.81
11/14/2011,129.9253817,720.7145311,1251.78,31.13
11/15/2011,132.3125,726.4603671,1257.81,31.22
11/16/2011,134.0264818,739.0293973,1236.91,33.51
11/17/2011,136.4642857,760.0173109,1216.13,34.51
11/18/2011,135.8214286,759.3503909,1215.65,32
11/21/2011,139.3928571,787.7754674,1192.98,32.91
11/22/2011,140.5,798.6041641,1188.04,31.97
11/23/2011,145.921875,822.1277976,1161.79,33.98
11/25/2011,146.0357143,824.8360449,1158.67,34.47
11/28/2011,141.1785714,792.8960156,1192.55,32.13
11/29/2011,139.4583333,785.1355917,1195.19,30.64
11/30/2011,128,717.7338482,1246.96,27.8
12/1/2011,126.3214286,715.2767834,1244.58,27.41
12/2/2011,125.6071429,707.1619424,1244.28,27.52
12/5/2011,122.8541667,694.7454365,1257.08,27.84
12/6/2011,121.718581,684.1513501,1258.47,28.13
12/7/2011,119.625,671.5498199,1261.01,28.67
12/8/2011,125.5785714,714.6768807,1234.35,30.59
12/9/2011,121.90625,697.3395679,1255.19,26.38
12/12/2011,125.5,717.9664471,1236.47,25.67
12/13/2011,127.2857143,730.8131684,1225.73,25.41
12/14/2011,129.9642857,734.3725383,1211.82,26.04
12/15/2011,129.8214286,739.5487151,1215.75,25.11
12/16/2011,131.2660454,747.3716329,1219.66,24.29
12/19/2011,132.1428571,756.0830574,1205.35,24.92
12/20/2011,126.5,715.1161587,1241.3,23.22
12/21/2011,124.65625,706.1773067,1243.72,21.43
12/22/2011,121.6666667,689.1648145,1254,21.16
12/23/2011,121.65,687.3318023,1265.33,20.73
12/28/2011,121.8928571,690.4172918,1249.64,23.52
12/29/2011,119.8958333,679.8289093,1263.02,22.65
12/30/2011,120.03125,679.5766385,1257.6,23.4
1/3/2012,118.0535714,661.9725618,1277.06,22.97
1/4/2012,118.5178571,651.5229866,1277.3,22.22
1/5/2012,119.9821429,659.9531284,1281.06,21.48
1/6/2012,120.046875,663.8708763,1277.81,20.63
1/9/2012,119.4444028,665.7718724,1280.7,21.07
1/10/2012,116.453125,653.4792942,1292.08,20.69
1/11/2012,116,650.2135854,1292.48,21.05
1/12/2012,114.65625,645.3955909,1295.5,20.47
1/13/2012,115.9125,655.8325515,1289.09,20.91
1/17/2012,113.3571429,639.285432,1293.67,22.2
1/18/2012,109.6875,613.0827417,1308.04,20.89
1/19/2012,107.8605333,602.9557453,1314.5,19.87
1/20/2012,106.0629042,593.8779336,1315.38,18.28
1/23/2012,102.927668,577.5827767,1316,18.67
1/24/2012,103.8214286,582.1434372,1314.65,18.91
1/25/2012,101.968847,561.4019014,1326.05,18.31
1/26/2012,101.18125,562.1308109,1318.43,18.57
1/27/2012,100.3571429,560.1994591,1316.33,18.53
1/30/2012,102.578125,571.0949073,1313.01,19.4
1/31/2012,101.2734096,566.885826,1312.41,19.44
2/1/2012,100.00686,561.0756674,1324.09,18.55
2/2/2012,99.14285714,554.3149754,1325.54,17.98
2/3/2012,94.42857143,530.9405374,1344.9,17.1
2/6/2012,94.95648401,537.1127754,1344.33,17.76
2/7/2012,95,540.2382159,1347.05,17.65
2/8/2012,94.575,549.8116352,1349.96,18.16
2/9/2012,96.42857143,564.944046,1351.95,18.63
2/10/2012,98.78900216,574.1494626,1342.64,20.79
2/13/2012,96.65625,562.8436874,1351.77,19.04
2/14/2012,98.47740743,575.5917773,1350.5,19.54
2/15/2012,100.810029,592.3252685,1343.23,21.14
2/16/2012,99.0078125,571.4746293,1358.04,19.22
2/17/2012,98.578125,571.2513537,1361.23,17.78
2/21/2012,97.5,570.77103,1362.21,18.19
2/22/2012,97.875,576.644294,1357.66,18.19
2/23/2012,96.51109161,546.9055931,1363.46,16.8
2/24/2012,95.90267457,547.1342414,1365.74,17.31
2/27/2012,95.42952542,544.9256326,1367.59,18.19
2/28/2012,93.75,542.6521011,1372.18,17.96
2/29/2012,93.8875,550.1661063,1365.68,18.43
3/1/2012,92.80271651,541.1426519,1374.09,17.26
3/2/2012,93.89285714,552.0574761,1369.63,17.29
3/5/2012,95.25714286,564.946282,1364.33,18.05
3/6/2012,97.76561851,589.4040674,1343.36,20.87
3/7/2012,97.1875,585.6180078,1352.63,19.07
3/8/2012,96.06786411,571.3447398,1365.91,17.95
3/9/2012,95.65,574.3413489,1370.87,17.11
3/12/2012,95.35714286,573.2908889,1371.09,15.64
3/13/2012,91.93507557,547.8871529,1395.95,14.8
3/14/2012,90.89285714,551.1032687,1394.28,15.31
3/15/2012,90,549.9141085,1402.6,15.42
3/16/2012,88.58928571,541.3948468,1404.17,14.47
3/19/2012,85.42857143,525.3978582,1409.75,15.04
3/20/2012,87.9375,528.6028302,1405.52,15.58
3/21/2012,86.80250415,528.5003417,1402.89,15.13
3/22/2012,90.4615738,547.0948767,1392.78,15.57
3/23/2012,91.41666667,541.9822382,1397.11,14.82
3/26/2012,89.3125,529.5800969,1416.51,14.26
3/27/2012,89.36875,556.2084764,1412.52,15.59
3/28/2012,90.75,563.9618198,1405.54,15.47
3/29/2012,92.82092238,576.1340413,1403.28,15.48
3/30/2012,91.359375,573.4579681,1408.47,15.5
4/2/2012,90.26818741,568.4496191,1419.04,15.64
4/3/2012,90.515625,573.9315701,1413.38,15.66
4/4/2012,92.59453906,583.4413125,1398.96,16.44
4/5/2012,96.8740302,593.6454908,1398.08,16.7
4/10/2012,104.4942857,629.1806373,1358.59,20.39
4/11/2012,102.0397172,625.0504981,1368.71,20.02
4/12/2012,96.76785714,592.7113556,1387.57,17.2
4/13/2012,101.8378571,624.5374179,1370.26,19.55
4/16/2012,101.4157929,624.6317088,1369.57,19.55
4/17/2012,98.5,612.4961035,1390.78,18.46
4/18/2012,99.47585978,622.3745802,1385.14,18.64
4/19/2012,100.0070001,626.4568158,1376.92,18.36
4/20/2012,99.79166667,624.4773969,1378.53,17.44
4/23/2012,101.06875,626.4638096,1366.94,18.97
4/24/2012,99.75714286,615.1412634,1371.97,18.1
4/25/2012,97.5375,602.3071159,1390.69,16.82
4/26/2012,96,588.7376382,1399.98,16.24
4/27/2012,94.31051062,578.6209239,1403.36,16.32
4/30/2012,94.75,576.5485026,1397.91,17.15
5/1/2012,93.79510097,577.8799099,1405.82,16.6
5/2/2012,93.85714286,578.6431609,1402.31,16.88
5/3/2012,95.82927309,585.7227204,1391.57,17.56
5/4/2012,98.70783812,594.7964263,1369.1,19.16
5/8/2012,101,606.2236443,1363.72,19.05
5/9/2012,103.4190961,626.0996604,1354.58,20.08
5/10/2012,102.7828571,614.9053215,1357.99,18.83
5/11/2012,108.5297148,626.9433815,1353.39,19.89
5/14/2012,114.550425,655.4558917,1338.35,21.87
5/15/2012,117.3060093,671.5604977,1330.66,21.97
5/16/2012,118.9746115,686.1694605,1324.8,22.27
5/17/2012,122.8407582,704.5686468,1304.86,24.49
5/18/2012,123.3471547,708.7555181,1295.22,25.1
5/21/2012,118.090625,671.856025,1315.99,22.01
5/22/2012,118.4166667,667.91985,1316.63,22.48
5/23/2012,118.29375,669.775779,1318.86,22.33
5/24/2012,117.5144157,663.1153677,1320.68,21.54
5/25/2012,117.5,656.3925501,1317.82,21.76
5/29/2012,116.6761352,646.5459087,1332.42,21.03
5/30/2012,122.0983417,670.2353107,1313.32,24.14
5/31/2012,123.26,685.1561142,1310.33,24.06
6/1/2012,126.8543544,702.8576568,1278.04,26.66
6/6/2012,122.0213182,674.6976074,1315.13,22.16
6/7/2012,121.7774851,649.6391486,1314.99,21.72
6/8/2012,120.5,638.0870819,1325.66,21.23
6/11/2012,124.6367737,658.3008744,1308.93,23.56
6/12/2012,123.460625,647.2723026,1324.18,22.09
6/13/2012,124.7399098,650.8397268,1314.88,24.27
6/14/2012,120.6316004,639.6145659,1329.1,21.68
6/15/2012,117.8125,631.164591,1342.84,21.11
6/18/2012,119.464375,638.4815094,1344.78,18.32
6/19/2012,115.4880604,621.4538407,1357.98,18.38
6/20/2012,114.1314914,610.0377181,1355.69,17.24
6/21/2012,117.795,629.6816691,1325.51,20.08
6/22/2012,115.4183334,610.7726746,1335.02,18.11
6/25/2012,119.3543542,626.9054952,1313.72,20.38
6/26/2012,118.9849915,627.1532078,1319.99,19.72
6/27/2012,117.53125,618.737261,1331.85,19.45
6/28/2012,118.446342,621.4403603,1329.04,19.71
6/29/2012,112.3663931,587.3209054,1362.16,17.08
7/2/2012,109.2383333,577.5326766,1365.51,16.8
7/3/2012,106.625,569.7132585,1374.02,16.66
7/5/2012,108.9632443,579.8145735,1367.58,17.5
7/6/2012,112.8057233,590.3739674,1354.68,17.1
7/9/2012,111.209237,585.2060418,1352.46,17.98
7/10/2012,111.4618641,589.1744132,1341.47,18.72
7/11/2012,111.4903507,588.1293436,1341.45,17.95
7/12/2012,113.1652845,597.0436705,1334.76,18.33
7/13/2012,111.9098186,586.7198795,1356.78,16.74
7/16/2012,112.8543352,595.2656183,1353.64,17.11
7/17/2012,111.4051417,587.2405719,1363.67,16.48
7/18/2012,108.3404792,579.6231988,1372.78,16.16
7/19/2012,108.2857973,577.621075,1376.51,15.45
7/20/2012,111.223125,590.5768449,1362.66,16.27
7/23/2012,113.25,599.9301696,1350.52,18.62
7/24/2012,116.296875,613.4604021,1338.31,20.47
7/25/2012,115.4447525,612.9303826,1337.89,19.34
7/26/2012,111.3807143,595.6846328,1360.02,17.53
7/27/2012,104.9583333,564.6862996,1385.97,16.7
7/30/2012,106.25,567.2299807,1385.3,18.03
7/31/2012,107.5,580.3038927,1379.32,18.93
8/1/2012,105.51,569.7052376,1375.14,18.96
8/2/2012,109.066875,583.3972172,1365,17.57
8/3/2012,103.6014286,557.5798411,1390.99,15.64
8/6/2012,102.6915205,554.3085164,1394.23,15.95
8/7/2012,103.28125,554.0442911,1401.35,15.99
8/8/2012,102.8164017,548.4576378,1402.22,15.32
8/9/2012,103.0208333,551.3403602,1402.8,15.28
8/10/2012,102.5664963,550.1754335,1405.87,14.74
8/13/2012,102.7666667,554.1763018,1404.11,13.7
8/14/2012,102.9687584,554.3698593,1403.93,14.85
8/15/2012,103.1787444,558.1891696,1405.53,14.63
8/16/2012,101.0668469,546.7816271,1415.51,14.29
8/17/2012,99.77554851,541.2628904,1418.16,13.45
8/20/2012,98.46875,534.7245272,1418.13,14.02
8/21/2012,98.52821429,536.4486066,1413.17,15.02
8/22/2012,99.4771875,539.6277289,1413.49,15.11
8/23/2012,101.75,552.0885971,1402.08,15.96
8/24/2012,100.7091618,548.3942555,1411.13,15.18
8/28/2012,101.0492475,546.9633617,1409.3,16.49
8/29/2012,100.9519365,545.1157128,1410.49,17.06
8/30/2012,102.773469,552.3421717,1399.48,17.83
8/31/2012,101.8502008,542.7775501,1406.58,17.47
9/4/2012,101.0789286,540.6772011,1404.94,17.98
9/5/2012,100.5,540.6538737,1403.44,17.74
9/6/2012,94.79686819,511.8659415,1432.12,15.6
9/7/2012,93.05954529,498.2551319,1437.92,14.38
9/10/2012,95.11798449,503.0985169,1429.08,16.28
9/11/2012,93.75857143,494.0651988,1433.56,16.41
9/12/2012,90.89285714,481.5209863,1436.56,15.8
9/13/2012,85.94536902,455.9394391,1459.99,14.05
9/14/2012,83.14928571,443.6896667,1465.77,14.51
9/17/2012,85.15,449.586231,1461.19,14.59
9/18/2012,85.5,450.9304706,1459.32,14.18
9/19/2012,85.2,449.5141763,1461.05,13.88
9/20/2012,96.02678571,455.8722243,1460.26,14.07
9/21/2012,96.33300058,456.7585016,1460.15,13.98
9/24/2012,98.46059826,470.7417854,1456.89,14.15
9/25/2012,102.2828571,496.8871889,1441.59,15.43
9/26/2012,102.4170179,502.7102631,1433.32,16.81
9/27/2012,98.57367506,501.6885787,1447.15,14.84
9/28/2012,99.25,504.3449321,1440.67,15.73
10/1/2012,99,501.438223,1444.49,16.32
10/2/2012,98.2321781,502.0640033,1445.75,15.71
10/3/2012,96.19642857,495.7274506,1450.99,15.43
10/4/2012,95.20833333,485.2623292,1461.4,14.55
10/5/2012,95.21495305,484.3044734,1460.93,14.33
10/9/2012,98.46428571,501.0327091,1441.48,16.37
10/10/2012,99.001375,508.6979976,1432.56,16.29
10/11/2012,97.36142857,502.6892406,1432.84,15.59
10/12/2012,97.87857143,506.3238656,1428.59,16.14
10/15/2012,95.79833333,497.4104127,1440.13,15.27
10/16/2012,92.41071429,476.1407471,1454.92,15.22
10/17/2012,89.762625,459.9838226,1460.91,15.07
10/18/2012,91,469.0528746,1457.34,15.03
10/19/2012,93.61714286,483.9262566,1433.19,17.06
10/22/2012,94.05166667,489.1590494,1433.82,16.62
10/23/2012,96.8671875,502.9278982,1413.11,18.83
10/24/2012,98.70833333,517.1597219,1408.75,18.33
10/25/2012,97.9375,513.1598424,1412.97,18.12
10/26/2012,98.0103125,516.4234701,1411.94,17.81
10/31/2012,99.40494583,518.2520286,1412.16,18.6
11/1/2012,96.375,505.8703802,1427.59,16.69
11/2/2012,97.5,512.1189246,1414.2,17.59
11/5/2012,97.03219757,511.1223452,1417.26,18.42
11/6/2012,96.35181091,503.4867846,1428.39,17.58
11/7/2012,99.79485714,523.4723817,1394.53,19.08
11/8/2012,104.3533473,545.2123718,1377.51,18.49
11/9/2012,106.663125,551.2163503,1379.85,18.61
11/13/2012,106.7575,551.4567937,1374.53,16.65
11/14/2012,108.5,563.1497481,1355.49,17.92
11/15/2012,111.2503125,572.1157181,1353.33,17.99
11/16/2012,109.5266667,564.5029257,1359.88,16.41
11/19/2012,103.015625,534.3868854,1386.89,15.24
11/20/2012,101.546875,525.1727456,1387.81,15.08
11/21/2012,100.5,518.2432467,1391.03,15.31
11/23/2012,99.3471448,510.9985263,1409.15,15.14
11/26/2012,100.9566667,513.6368753,1406.29,15.5
11/27/2012,102.1721565,515.8769338,1398.94,15.92
11/28/2012,101,508.9506759,1409.93,15.51
11/29/2012,99.3834375,500.7019633,1415.95,15.06
11/30/2012,98.50142857,500.1995276,1416.18,15.87
12/3/2012,99.88243464,505.9241718,1409.46,16.64
12/4/2012,100,501.2700748,1407.05,17.12
12/5/2012,97.768125,493.9324464,1409.28,16.46
12/6/2012,97.5,489.7177082,1413.94,16.58
12/7/2012,96.831875,486.5393779,1418.07,15.9
12/10/2012,95.86602308,480.9230455,1418.55,16.05
12/11/2012,93.90149329,468.7936773,1427.84,15.57
12/12/2012,93.24071429,468.9410666,1428.48,15.95
12/13/2012,94.44375,477.430445,1419.45,16.56
12/14/2012,95.084375,480.472234,1413.58,17
12/17/2012,91.76142857,465.0040191,1430.36,16.34
12/18/2012,89.08723405,451.5959793,1446.79,15.57
12/19/2012,89.73214286,457.5367324,1435.81,17.36
12/20/2012,89.16139239,455.252642,1443.69,17.67
12/21/2012,92.82906201,473.4445421,1430.15,17.84
12/24/2012,93.33751429,475.1224476,1426.66,18.59
12/27/2012,94.82857143,486.5618561,1418.1,19.47
12/28/2012,96.76956984,499.4009487,1402.43,22.72
12/31/2012,95.38844856,490.8438973,1426.19,18.02
1/2/2013,85.20006595,439.1426149,1462.42,14.68
1/3/2013,85.705,444.2020615,1459.37,14.56
1/4/2013,85.48539757,442.4133965,1466.47,13.83
1/7/2013,84.953125,440.8861497,1461.89,13.79
1/8/2013,85.703125,443.8830311,1457.15,13.62
1/9/2013,86.75,445.1562981,1461.02,13.81
1/10/2013,86.27678571,437.4183165,1472.12,13.49
1/11/2013,87.07874584,443.8108808,1472.05,13.36
1/14/2013,89.38392857,450.9657289,1470.68,13.52
1/15/2013,88.75,446.7927054,1472.34,13.55
1/16/2013,88.65590433,446.4055247,1472.63,13.42
1/17/2013,87.6640625,440.7006691,1480.94,13.57
1/18/2013,87.16071429,438.6378378,1485.98,12.46
1/22/2013,86.4453125,436.8486774,1492.56,12.43
1/23/2013,86.24107143,434.6226464,1494.81,12.46
1/24/2013,86.60487012,435.6557175,1494.82,12.69
1/25/2013,84.875,429.9061884,1502.96,12.89
1/28/2013,85.76785714,433.0895038,1500.18,13.57
1/29/2013,86.25,433.8224564,1507.84,13.31
1/30/2013,90.1318957,448.6387549,1501.96,14.32
1/31/2013,88.950625,446.1267627,1498.11,14.28
2/1/2013,86.24426286,434.4120646,1513.17,12.9
2/4/2013,90.10353539,452.1223256,1495.71,14.67
2/5/2013,88.50607143,444.5711364,1511.29,13.72
2/6/2013,89.5,449.1536422,1512.12,13.41
2/7/2013,89.796875,449.40168,1509.39,13.5
2/8/2013,89.30357143,448.2114435,1517.93,13.02
2/11/2013,89.5078125,444.7386894,1517.01,12.94
2/12/2013,87.45375,439.6414851,1519.43,12.64
2/13/2013,86.02789778,435.5996675,1520.33,12.98
2/14/2013,85.9296875,435.409686,1521.38,12.66
2/15/2013,86.95916667,438.6238062,1519.79,12.46
2/19/2013,85.46428571,430.7593784,1530.94,12.31
2/20/2013,87.530625,441.2165793,1511.95,14.68
2/21/2013,88.5,447.1151641,1502.42,15.22
2/22/2013,86.49609375,436.0747688,1515.6,14.17
2/25/2013,90.125,451.763438,1487.85,18.99
2/26/2013,89.46428571,446.0863324,1496.94,16.87
2/27/2013,87.25,436.3616591,1515.99,14.73
2/28/2013,87.8821875,440.648604,1514.68,15.51
3/1/2013,86.32214286,433.0352325,1518.2,15.36
3/4/2013,84.76625,422.1016167,1525.2,14.01
3/5/2013,83.27678571,416.5383179,1539.79,13.48
3/6/2013,83.74107143,418.1890585,1541.46,13.53
3/7/2013,82.62483333,413.0155461,1544.26,13.06
3/8/2013,80.640625,404.5274362,1551.18,12.59
3/11/2013,79.5,398.6503141,1556.22,11.56
3/12/2013,79.77566169,399.4308598,1552.48,12.27
3/13/2013,79.01041667,394.2418154,1554.52,11.83
3/14/2013,78.25,387.9131574,1563.23,11.3
3/15/2013,78.74107143,392.7604668,1560.7,11.3
3/18/2013,80.25,397.8245152,1552.1,13.36
3/19/2013,81.9225,403.6657459,1548.34,14.39
3/20/2013,89.42785714,394.6976877,1558.71,12.67
3/21/2013,91.05507653,403.399213,1545.8,13.99
3/22/2013,90.57833333,398.8826996,1556.89,13.57
3/25/2013,91.125,400.4521312,1551.69,13.74
3/26/2013,90.41071429,394.5377358,1563.77,12.77
3/27/2013,92.49107143,434.2326629,1562.85,13.15
3/28/2013,90.80988673,431.0288386,1569.19,12.7
4/2/2013,87.78729167,423.6119788,1570.25,12.78
4/3/2013,89.24833333,429.3523541,1553.69,14.21
4/4/2013,88.02083333,425.9489202,1559.98,13.89
4/5/2013,86.9375,424.5902763,1553.28,13.92
4/8/2013,85.44642857,415.8582941,1563.07,13.19
4/9/2013,84.7940625,413.0575843,1568.61,12.84
4/10/2013,82.00446429,404.053478,1587.73,12.36
4/11/2013,81.555,399.3635458,1593.37,12.24
4/12/2013,82.02734375,398.6635821,1588.85,12.06
4/15/2013,85.33928571,414.6955505,1552.36,17.27
4/16/2013,82.1240625,399.2434151,1574.57,13.96
4/17/2013,84.10714286,408.0681256,1552.01,16.51
4/18/2013,84.98142857,411.1974686,1541.61,17.56
4/19/2013,83.75,406.5596583,1555.25,14.97
4/22/2013,82.07935876,400.2158349,1562.5,14.39
4/23/2013,80.75928571,394.0833036,1578.78,13.48
4/24/2013,80.02083333,389.7210874,1578.79,13.61
4/25/2013,79,384.0608083,1585.16,13.62
4/26/2013,78.25,381.9899259,1582.24,13.61
4/29/2013,76.28125,370.601251,1593.61,13.71
4/30/2013,75,361.3770647,1597.57,13.52
5/1/2013,77.76785714,374.2591371,1582.7,14.49
5/2/2013,74.26785714,358.9280792,1597.59,13.59
5/3/2013,71.47916667,351.8328403,1614.42,12.85
5/7/2013,68.83928571,337.1772348,1625.96,12.83
5/8/2013,69.05245257,336.9407083,1632.69,12.66
5/9/2013,70.94642857,345.1745093,1626.67,13.13
5/10/2013,72.02083333,349.874482,1633.7,12.59
5/13/2013,73.48285714,354.7390008,1633.77,12.55
5/14/2013,72.75,351.946895,1650.34,12.77
5/15/2013,71.625,348.2402595,1658.78,12.81
5/16/2013,71.54166667,348.1811751,1650.47,13.07
5/17/2013,70.33333333,340.9997587,1667.47,12.45
5/20/2013,71,343.6442136,1666.29,13.02
5/21/2013,70.11607143,341.3590921,1669.16,13.37
5/22/2013,71.5625,351.562323,1655.35,13.82
5/23/2013,73.29166667,359.0945892,1650.51,14.07
5/24/2013,75.73271667,370.0630499,1649.6,13.99
5/28/2013,75.70833333,371.8375571,1660.06,14.48
5/29/2013,77.01041667,375.783547,1648.36,14.83
5/30/2013,76.25,373.2188147,1654.41,14.53
5/31/2013,79.32333333,391.1089275,1630.74,16.3
6/3/2013,78.74083333,391.4171626,1640.42,16.28
6/4/2013,81.7946875,406.8544008,1631.38,16.27
6/5/2013,85.73397358,427.2934039,1608.9,17.5
6/6/2013,84.06848202,412.9511789,1622.56,16.63
6/7/2013,81.0625,403.1279931,1643.38,15.14
6/10/2013,83.94166667,423.5404981,1642.81,15.44
6/11/2013,85.45535714,433.4025863,1626.13,17.07
6/12/2013,87.36458333,434.0911894,1612.52,18.59
6/13/2013,82.215,407.1749396,1636.36,16.41
6/14/2013,83.35928571,412.1901856,1626.73,17.15
6/17/2013,82.08232143,403.1216757,1639.04,16.8
6/18/2013,82.13966194,401.7475355,1651.81,16.61
6/19/2013,87.66892857,438.2801549,1628.93,16.64
6/20/2013,93.14782271,464.038923,1588.19,20.49
6/21/2013,93.79428571,462.4725322,1592.43,18.9
6/24/2013,97.58928571,477.8905778,1573.09,20.11
6/25/2013,92.0965625,452.147261,1588.03,18.47
6/26/2013,87.9825,436.333127,1603.26,17.21
6/27/2013,85.94157467,422.230919,1613.2,16.86
6/28/2013,87.5009375,435.012739,1606.28,16.86
7/1/2013,84.48916686,417.6311122,1614.96,16.37
7/2/2013,85.953125,426.0409814,1614.08,16.44
7/3/2013,85.44107143,424.4941495,1615.41,16.2
7/5/2013,86.5625,431.6173055,1631.89,14.89
7/8/2013,82.825,410.0946219,1640.46,14.78
7/9/2013,81.62111111,401.9782326,1652.32,14.35
7/10/2013,81.47444444,401.9476713,1652.62,14.21
7/11/2013,78.365,381.3466279,1675.02,14.01
7/12/2013,77.99013889,376.469864,1680.19,13.84
7/15/2013,76.98055556,370.4741177,1682.5,13.79
7/16/2013,77.98888889,374.0276128,1676.26,14.42
7/17/2013,75.99305556,362.9640931,1680.91,13.78
7/18/2013,74.43277778,358.1520584,1689.37,13.77
7/19/2013,72.70777778,351.7234661,1692.09,12.54
7/22/2013,72.72277778,352.0385909,1695.53,12.29
7/23/2013,75.00347222,365.8290151,1692.39,12.66
7/24/2013,76.39513889,375.0429117,1685.94,13.18
7/25/2013,76.36298879,370.9982979,1690.25,12.97
7/26/2013,74.5,364.397269,1691.65,12.72
7/29/2013,76,372.6051199,1685.33,13.39
7/30/2013,75.90138889,370.9416749,1685.96,13.39
7/31/2013,74.75555556,369.5124485,1685.73,13.45
8/1/2013,74.40583333,371.696125,1706.87,12.94
8/2/2013,72.77083333,362.0460115,1709.67,11.98
8/5/2013,72.89222222,363.4571567,1707.14,11.84
8/6/2013,74.5,371.5093001,1697.37,12.72
8/7/2013,76.30611111,382.657121,1690.91,12.98
8/8/2013,75.25,377.4336082,1697.48,12.73
8/9/2013,75.26333333,378.8828333,1691.42,13.41
8/12/2013,75.75,381.548566,1689.47,12.81
8/13/2013,75.30555556,380.8333358,1694.16,12.31
8/14/2013,75.48611111,379.8468768,1685.39,13.04
8/15/2013,79.5,397.0074555,1661.32,14.73
8/16/2013,81.5,404.7714655,1655.83,14.37
8/19/2013,84.21527778,420.0076919,1646.06,15.1
8/20/2013,82.26388889,404.9268913,1652.35,14.91
8/21/2013,84.15,413.3848807,1642.8,15.94
8/22/2013,80.87361111,397.9392526,1656.96,14.76
