Date,IGSpread,HYSpread,SPX,VIX
3/23/2009,185.29,1668.36,822.92,43.23
3/24/2009,185.14,1668.22,806.12,42.93
3/25/2009,182.21,1641.38,813.88,42.25
3/26/2009,179.32,1619.07,832.86,40.36
3/27/2009,183.35,1475.81,815.94,41.04
3/30/2009,192.75,1542.83,787.53,45.54
3/31/2009,195.57,1544.14,797.87,44.14
4/1/2009,201.79,1533.92,811.08,42.28
4/2/2009,197.75,1456.49,834.38,42.04
4/3/2009,188.82,1398.07,842.5,39.7
4/6/2009,188.93,1400.23,835.48,40.93
4/7/2009,189.63,1315.22,815.55,40.39
4/8/2009,189.17,1320.22,825.16,38.85
4/9/2009,182.21,1282.79,856.56,36.53
4/14/2009,177.88,1243.7,841.5,37.67
4/15/2009,176.29,1245.9,852.06,36.17
4/16/2009,174.2,1243.34,865.3,35.79
4/17/2009,177.5,1247.53,869.6,33.94
4/20/2009,186.92,1284.19,832.39,39.18
4/21/2009,188.17,1311.43,850.08,37.14
4/22/2009,185.63,1314.3,843.55,38.1
4/23/2009,180.63,1290.84,851.92,37.15
4/24/2009,174.82,1234.18,866.23,36.82
4/27/2009,176.71,1243.19,857.51,38.32
4/28/2009,177.11,1231.55,855.16,37.95
4/29/2009,168.64,1162.06,873.64,36.08
4/30/2009,162.67,1117.31,872.81,36.5
5/1/2009,163.5,1120.17,877.52,35.3
5/5/2009,156.83,1103.36,903.8,33.36
5/6/2009,145.38,1047.09,919.53,32.45
5/7/2009,146.07,1029.01,907.39,33.44
5/8/2009,143.33,1007.96,929.23,32.05
5/11/2009,149.5,1037.25,909.24,32.87
5/12/2009,148.48,1053.9,908.35,31.8
5/13/2009,153.17,1093.16,883.92,33.65
5/14/2009,155.17,1127,893.07,31.37
5/15/2009,156.92,1149.87,882.88,33.12
5/18/2009,148.7,1114.58,909.71,30.24
5/19/2009,144.64,1084.97,908.13,28.8
5/20/2009,143.96,1085.16,903.47,29.03
5/21/2009,146.21,1101.44,888.33,31.35
5/22/2009,146.96,1102.86,887,32.63
5/26/2009,145.5,1094.62,910.33,30.62
5/27/2009,147.08,1104.61,893.06,32.36
5/28/2009,144.42,1079.99,906.83,31.67
5/29/2009,138.93,1029.91,919.14,28.92
6/1/2009,129.21,955.29,942.87,30.04
6/2/2009,123.18,925.88,944.74,29.63
6/3/2009,123.96,957.51,931.76,31.02
6/4/2009,123.13,972.37,942.46,30.18
6/5/2009,120.54,944.76,940.09,29.62
6/8/2009,124.88,960.97,939.14,29.77
6/9/2009,123.33,942.12,942.43,28.27
6/10/2009,125.04,948,939.15,28.46
6/11/2009,126.04,937.89,944.89,28.11
6/12/2009,123.36,901.33,946.21,28.15
6/15/2009,128.83,904.12,923.72,30.81
6/16/2009,135.71,958.52,911.97,32.68
6/17/2009,139.54,992.17,910.71,31.54
6/18/2009,142.58,1034.35,918.37,30.03
6/19/2009,141.38,1045.07,921.23,27.99
6/22/2009,145.29,1058.59,893.04,31.17
6/23/2009,145.42,1046.8,895.1,30.58
6/24/2009,140.71,999.92,900.94,29.05
6/25/2009,138.96,992.21,920.26,26.36
6/26/2009,139.43,996.92,918.9,25.93
6/29/2009,135.08,961.95,927.23,25.35
6/30/2009,131.46,952.45,919.32,26.35
7/1/2009,131,941.91,923.33,26.22
7/2/2009,137.25,968.96,896.42,27.95
7/6/2009,139.64,979.92,898.72,29
7/7/2009,142.79,1001.06,881.03,30.85
7/8/2009,144.79,1011.96,879.56,31.3
7/9/2009,142.18,999.11,882.68,29.78
7/10/2009,144.61,988.08,879.13,29.02
7/13/2009,142.17,974.62,901.05,26.31
7/14/2009,138.33,959.25,905.84,25.02
7/15/2009,131,922.05,932.68,25.89
7/16/2009,130.39,927.43,940.74,25.42
7/17/2009,130.67,925.99,940.38,24.34
7/20/2009,125.17,894.99,951.13,24.4
7/21/2009,122.75,883.88,954.58,23.87
7/22/2009,124.36,883.42,954.07,23.47
7/23/2009,118.17,847.65,976.29,23.43
7/24/2009,118.42,843.76,979.26,23.09
7/27/2009,114.07,817.43,982.18,24.28
7/28/2009,115.82,819.63,979.62,25.01
7/29/2009,115.83,808.91,975.15,25.61
7/30/2009,113.18,785.12,986.75,25.4
7/31/2009,110.96,754.45,987.48,25.92
8/3/2009,111,734.25,1002.63,25.56
8/4/2009,112.93,752.45,1005.65,24.89
8/5/2009,112.36,753.39,1002.72,24.9
8/6/2009,110.92,750.76,997.08,25.67
8/7/2009,105.29,736.96,1010.48,24.76
8/10/2009,106.1,742.17,1007.1,24.99
8/11/2009,113.17,780.03,994.35,25.99
8/12/2009,113.58,790.61,1005.81,25.45
8/13/2009,114.58,803.41,1012.73,24.71
8/14/2009,116.62,831.56,1004.09,24.27
8/17/2009,121.67,879.21,979.73,27.89
8/18/2009,120,830.34,989.67,26.18
8/19/2009,122.71,853.38,996.46,26.26
8/20/2009,120.08,836.04,1007.37,25.09
8/21/2009,114.36,801.41,1026.13,25.01
8/24/2009,114.86,796.31,1025.57,25.14
8/25/2009,115,804.03,1028,24.92
8/26/2009,114.79,812.85,1028.12,24.95
8/27/2009,114.64,811.09,1030.98,24.68
8/28/2009,115.21,824.68,1028.93,24.76
9/1/2009,121.89,851.78,998.04,29.15
9/2/2009,124.13,864.51,994.75,28.9
9/3/2009,123.79,863.88,1003.24,27.1
9/4/2009,121.38,855.38,1016.4,25.26
9/8/2009,115.94,806.42,1025.39,25.62
9/9/2009,113.21,784.86,1033.37,24.32
9/10/2009,110.19,747.32,1044.14,23.55
9/11/2009,110.79,720.08,1042.73,24.15
9/14/2009,107.21,696.95,1049.34,23.86
9/15/2009,104.16,651.39,1052.63,23.42
9/16/2009,98.34,633.19,1068.76,23.69
9/17/2009,101.79,647.73,1065.49,23.65
9/18/2009,102.56,656.11,1068.3,23.92
9/21/2009,92.17,655.21,1064.66,24.06
9/22/2009,91.25,626.2,1071.66,23.08
9/23/2009,93.25,630.569041,1060.87,23.49
9/24/2009,95.88999939,630.569041,1050.78,24.95
9/25/2009,100,650.92,1044.38,25.61
9/28/2009,96.62,637.49,1062.98,24.88
9/29/2009,98.19,675.1,1060.61,25.19
9/30/2009,102.19,710.32,1057.08,25.61
10/1/2009,109.92,736.27,1029.85,28.27
10/2/2009,107.29,711.6,1025.21,28.68
10/5/2009,102.5,672.39,1040.46,26.84
10/6/2009,102.71,675.3,1054.72,25.7
10/7/2009,103.11,671.74,1057.58,24.68
10/8/2009,103.29,669.99,1065.48,24.18
10/9/2009,102.36,668.72,1071.49,23.12
10/13/2009,100.72,648.96,1073.19,22.99
10/14/2009,96.04,626.39,1092.02,22.86
10/15/2009,96.58,634.24,1096.56,21.72
10/16/2009,98.11,635.36,1087.68,21.43
10/19/2009,96.42,628.16,1097.91,21.49
10/20/2009,98.13,632.16,1091.06,20.9
10/21/2009,101.54,650.06,1081.4,22.22
10/22/2009,98.91,634.59,1092.91,20.69
10/23/2009,99.62,637.99,1079.6,22.27
10/26/2009,102.18,650.01,1066.95,24.31
10/27/2009,104.18,668.49,1063.41,24.83
10/28/2009,109.25,700.98,1042.63,27.91
10/29/2009,103,665.51,1066.11,24.76
10/30/2009,108.63,698.83,1036.19,30.69
11/2/2009,108,701.36,1042.88,29.78
11/3/2009,107.11,704.34,1045.41,28.81
11/4/2009,105.5,693.37,1046.5,27.72
11/5/2009,104.04,683.75,1066.63,25.43
11/6/2009,103,679.02,1069.3,24.19
11/9/2009,98.32,661.63,1093.08,23.15
11/10/2009,98.11,654.86,1093.01,22.84
11/12/2009,99.64,655.63,1087.24,24.24
11/13/2009,99.32,664.19,1093.48,23.36
11/16/2009,98.89,650.11,1109.3,22.89
11/17/2009,99.56,647.15,1110.32,22.41
11/18/2009,99.55,650.97,1109.8,21.63
11/19/2009,102.04,657.37,1094.9,22.63
11/20/2009,102.63,665.16,1091.38,22.19
11/23/2009,101.88,655.09,1106.24,21.16
11/24/2009,102.5,665.97,1105.65,20.47
11/25/2009,102.32,659.5,1110.63,20.48
11/27/2009,106.33,684.72,1091.49,24.74
11/30/2009,106.3,672.8,1095.63,24.51
12/1/2009,102.57,651.58,1108.86,21.92
12/2/2009,101.32,641.58,1109.24,21.12
12/3/2009,101.21,639.71,1099.92,22.46
12/4/2009,99.42,623.08,1105.98,21.25
12/7/2009,97.07,612.45,1103.25,22.1
12/8/2009,97.54,612.87,1091.94,23.69
12/9/2009,97.57,612.04,1095.95,22.66
12/10/2009,95.88,607.61,1102.35,22.32
12/11/2009,93.57,584.56,1106.41,21.59
12/14/2009,91.29,562,1114.11,21.15
12/15/2009,92,575.53,1107.93,21.49
12/16/2009,90.04,556.59,1109.18,20.54
12/17/2009,90.93,562.31,1096.08,22.51
12/18/2009,88.57,542.46,1102.47,21.68
12/21/2009,85.61,518.48,1114.05,20.49
12/22/2009,84.23,512.77,1118.02,19.54
12/23/2009,83.64,510.31,1120.59,19.71
12/24/2009,82.7,500.89,1126.48,19.47
12/29/2009,82.89,500.9,1126.2,20.01
12/30/2009,84.29,508.37,1126.42,19.96
12/31/2009,85.17,517.87,1115.1,21.68
1/4/2010,82.04,487.02,1132.99,20.04
1/5/2010,80.68,483.12,1136.52,19.35
1/6/2010,76.96,483.34,1137.14,19.16
1/7/2010,78.85,488.71,1141.69,19.06
1/8/2010,77.71,484.21,1144.98,18.13
1/11/2010,75.79,468.32,1146.98,17.55
1/12/2010,78.64,483.77,1136.22,18.25
1/13/2010,79.25,482.96,1145.68,17.85
1/14/2010,80.32,486.44,1148.46,17.63
1/15/2010,83.5,502.24,1136.03,17.91
1/19/2010,84.5,506.9,1150.23,17.58
1/20/2010,84.91,508.37,1138.04,18.68
1/21/2010,90.11,545.96,1116.48,22.27
1/22/2010,95.92,575.5,1091.76,27.31
1/25/2010,95.04,574.16,1096.78,25.41
1/26/2010,94,567.09,1092.17,24.55
1/27/2010,95.29,569.37,1097.5,23.14
1/28/2010,95.96,567.59,1084.53,23.73
1/29/2010,96.61,575.03,1073.87,24.62
2/1/2010,94.89,575.92,1089.19,22.59
2/2/2010,92.5,554.25,1103.32,21.48
2/3/2010,92,543.64,1097.28,21.6
2/4/2010,99.45,580.15,1063.11,26.08
2/5/2010,101.48,601.62,1066.19,26.11
2/8/2010,106.23,633.45,1056.74,26.51
2/9/2010,102.43,624.81,1070.52,26
2/10/2010,101.5,630.08,1068.13,25.4
2/11/2010,98.06,616.53,1078.47,23.96
2/12/2010,99,631.76,1075.51,22.73
2/16/2010,98.1,623.26,1094.87,22.25
2/17/2010,96.12,597.72,1099.51,21.72
2/18/2010,92.53,570.37,1106.75,20.63
2/19/2010,90.93,563.18,1109.17,20.02
2/22/2010,90.94,561.97,1108.01,19.94
2/23/2010,94.02,581.18,1094.6,21.37
2/24/2010,93.38,581.73,1105.24,20.27
2/25/2010,93.96,581.03,1102.94,20.1
2/26/2010,91.58,569.23,1104.49,19.5
3/1/2010,88.56,556.72,1115.71,19.26
3/2/2010,89.53,557.54,1118.31,19.06
3/3/2010,88.52,553.95,1118.79,18.83
3/4/2010,88.75,551.61,1122.97,18.72
3/5/2010,85.49,519.68,1138.7,17.42
3/8/2010,82.56,514.75,1138.5,17.79
3/9/2010,83.49,515.32,1140.45,17.92
3/10/2010,82.97,510.11,1145.61,18.57
3/11/2010,83.31,508.36,1150.24,18.06
3/12/2010,83.14,505.79,1149.99,17.58
3/15/2010,84,512.97,1150.51,18
3/16/2010,82.88,502.57,1159.46,17.69
3/17/2010,82.52,498.86,1166.21,16.91
3/18/2010,84,504.44,1165.83,16.62
3/19/2010,86.74,518.91,1159.9,16.97
3/22/2010,89.57,507.66,1165.81,16.87
3/23/2010,85.96,492.22,1174.17,16.35
3/24/2010,87.75,500.8,1167.72,17.55
3/25/2010,87.61,502.59,1165.73,18.4
3/26/2010,87.25,502.8844415,1166.59,17.77
3/29/2010,85.32142857,526.8761597,1173.22,17.59
3/30/2010,86.23214286,535.578154,1173.27,17.13
3/31/2010,88.04642857,551.1468252,1169.43,17.59
4/1/2010,86.88,545.31,1178.1,17.47
4/6/2010,84.05,520.76,1189.44,16.23
4/7/2010,87.46,529.84,1182.45,16.62
4/8/2010,86.92,521.9,1186.44,16.48
4/9/2010,85.53,507.97,1194.37,16.14
4/12/2010,84.31,497.79,1196.48,15.58
4/13/2010,83.84,493.7,1197.3,16.2
4/14/2010,82.81,479.49,1210.65,15.59
4/15/2010,82.03,469.07,1211.67,15.89
4/16/2010,86.96,489.01,1192.13,18.36
4/19/2010,88.7,491.73,1197.52,17.34
4/20/2010,85.77,479.08,1207.17,15.73
4/21/2010,87.38,479.52,1205.94,16.32
4/22/2010,88.98,482.83,1208.67,16.47
4/23/2010,88.98,477.79,1217.28,16.62
4/26/2010,90.75,477.7,1212.05,17.47
4/27/2010,97.21,508.67,1183.71,22.81
4/28/2010,94.35,497.06,1191.36,21.08
4/29/2010,89.49,484.7,1206.78,18.44
4/30/2010,91.88,497.16,1186.69,22.05
5/4/2010,97.59,514.91,1173.6,23.84
5/5/2010,104.55,554.61,1165.9,24.91
5/6/2010,127.57,627.07,1128.15,32.8
5/7/2010,119,632.28,1110.88,40.95
5/10/2010,99.67,551.56,1159.73,28.84
5/11/2010,100.46,558.43,1155.79,28.32
5/12/2010,97.87,536.53,1171.67,25.52
5/13/2010,100.14,544.64,1157.44,26.68
5/14/2010,108.06,580.61,1135.68,31.24
5/17/2010,109.34,584.3,1136.94,30.84
5/18/2010,118.28,613.61,1120.8,33.55
5/19/2010,113.69,622.37,1115.05,35.32
5/20/2010,123.03,668.65,1071.59,45.79
5/21/2010,119.96,673.89,1087.69,40.1
5/24/2010,123.49,677.03,1073.65,38.32
5/25/2010,125.8725571,683.49,1074.03,34.61
5/26/2010,124.38,676.7,1067.95,35.02
5/27/2010,115.36,629.3,1103.06,29.68
5/28/2010,117.21,627.43,1089.41,32.07
6/1/2010,121.61,654.14,1070.71,35.54
6/2/2010,117.47,634.61,1098.38,30.17
6/3/2010,116.77,626.9,1102.83,29.46
6/4/2010,125.54,662.31,1064.88,35.48
6/7/2010,129.89,684.26,1050.47,36.57
6/8/2010,129.5,684.38,1062,33.7
6/9/2010,131.28,693.7,1055.69,33.73
6/10/2010,125.85,670.07,1086.84,30.57
6/11/2010,125.38,663.22,1091.6,28.79
6/14/2010,122.42,643.63,1089.63,28.58
6/15/2010,118.73,610.78,1115.23,25.87
6/16/2010,117.56,592.97,1114.61,25.92
6/17/2010,113.56,581.9,1116.04,25.05
6/18/2010,110.01,575,1117.51,23.95
6/21/2010,107.83,575.94,1113.2,24.88
6/22/2010,114.58,605.56,1095.31,27.05
6/23/2010,115.5,605.96,1092.04,26.91
6/24/2010,119.55,624.39,1073.69,29.74
6/25/2010,114.11,605.11,1076.76,28.53
6/28/2010,115.97,616.16,1074.57,29
6/29/2010,122.18,641.69,1041.24,34.13
6/30/2010,122.66,649.73,1030.71,34.54
7/1/2010,122.57,647.32,1027.37,32.86
7/2/2010,122.5,653.32,1022.58,30.12
7/6/2010,121.7,645.31,1028.06,29.65
7/7/2010,116.27,607.54,1060.27,26.84
7/8/2010,113.31,593.48,1070.25,25.71
7/9/2010,110.46,577.8,1077.96,24.98
7/12/2010,111.91,588.28,1078.75,24.43
7/13/2010,107.57,564.01,1095.34,24.56
7/14/2010,108.87,581.41,1095.17,24.89
7/15/2010,108.26,578.56,1096.48,25.14
7/16/2010,113.05,600.36,1064.88,26.25
7/19/2010,112.98,601.53,1071.25,25.97
7/20/2010,110.04,589.34,1083.48,23.93
7/21/2010,111.52,595.64,1069.59,25.64
7/22/2010,108.38,579.99,1093.67,24.63
7/23/2010,106.42,567.51,1102.66,23.47
7/26/2010,103.04,553.03,1115.01,22.73
7/27/2010,102.5,554.31,1113.84,23.19
7/28/2010,105.13,559.44,1106.13,24.25
7/29/2010,103.72,553.27,1101.53,24.13
7/30/2010,104.39,554.65,1101.6,23.5
8/2/2010,99.14,534.01,1125.86,22.01
8/3/2010,100.38,534.35,1120.46,22.63
8/4/2010,99.5,532.12,1127.24,22.21
8/5/2010,101.57,537.07,1125.81,22.1
8/6/2010,104.09,544.48,1121.64,21.74
8/9/2010,102.03,533.5,1127.79,22.14
8/10/2010,104.7,546.54,1121.06,22.37
8/11/2010,109.35,567.79,1089.47,25.39
8/12/2010,109.2,574.27,1083.61,25.73
8/13/2010,108.24,571.19,1079.25,26.24
8/16/2010,110.59,579.34,1079.38,26.1
8/17/2010,106.91,562.83,1092.54,24.33
8/18/2010,105.67,556.77,1094.16,24.59
8/19/2010,108.71,570.66,1075.63,26.44
8/20/2010,109,572.17,1071.69,25.49
8/23/2010,109.38,573.45,1067.36,25.66
8/24/2010,112.46,587.7,1051.87,27.46
8/25/2010,112.82,592.78,1055.33,26.7
8/26/2010,114.5,600.88,1047.22,27.37
8/27/2010,111.01,590.6,1064.59,24.45
8/31/2010,114.5,605.55,1049.33,26.05
9/1/2010,109.02,581.68,1080.29,23.89
9/2/2010,106.23,565.87,1090.1,23.19
9/3/2010,103.93,558.57,1104.51,21.31
9/7/2010,107.06,571.26,1091.84,23.8
9/8/2010,105.41,561.43,1098.87,23.25
9/9/2010,104.58,562.07,1104.18,22.81
9/10/2010,102.82,553.57,1109.55,21.99
9/13/2010,102.63,550.76,1121.9,21.21
9/14/2010,103.81,549.51,1121.1,21.56
9/15/2010,103.76,546.62,1125.07,22.1
9/16/2010,104.07,547.05,1124.66,21.72
9/17/2010,104.08,544.8,1125.59,22.01
9/20/2010,106.61,534.51,1142.71,21.5
9/21/2010,108.44,541.03,1139.78,22.35
9/22/2010,111.39,545.87,1134.28,22.51
9/23/2010,114.19,560.46,1124.83,23.87
9/24/2010,108.61,543.04,1148.67,21.71
9/27/2010,109.92,578.09,1142.16,22.54
9/28/2010,108.82,572.08,1147.7,22.6
9/29/2010,107.39,565.14,1144.73,23.25
9/30/2010,106.66,562.43,1141.2,23.7
10/1/2010,104.21,551.89,1146.24,22.5
10/4/2010,105.05,554.92,1137.03,23.53
10/5/2010,98.71,532.46,1160.75,21.76
10/6/2010,98.69,528.95,1159.97,21.49
10/7/2010,98.34,517,1158.06,21.56
10/8/2010,96.62,512.03,1165.15,20.71
10/12/2010,97,508.33,1169.77,18.93
10/13/2010,95.5,497.99,1178.1,19.07
10/14/2010,98.46,509.69,1173.81,19.88
10/15/2010,98.92,510.53,1176.19,19.03
10/18/2010,96.86,506.89,1184.71,19.09
10/19/2010,100.13,523.17,1165.9,20.63
10/20/2010,97.79,511.18,1178.17,19.79
10/21/2010,97,507.25,1180.26,19.27
10/22/2010,96.35,499.67,1183.08,18.78
10/25/2010,93.41,488.03,1185.62,19.85
10/26/2010,92.5,484.51,1185.64,20.22
10/27/2010,93.89,489.21,1182.45,20.71
10/28/2010,94,490.1,1183.78,20.88
10/29/2010,94.42,488.79,1183.26,21.2
11/1/2010,94.35,489.62,1184.38,21.83
11/2/2010,92.5,483.62,1193.57,21.57
11/3/2010,91.42,474.47,1197.96,19.56
11/4/2010,86.29,438.82,1221.06,18.52
11/5/2010,85.61,436.31,1225.85,18.26
11/8/2010,87.77,442.63,1223.25,18.29
11/9/2010,90.36,453.38,1213.4,19.08
11/10/2010,90.46,461.9,1218.71,18.47
11/12/2010,93.65,483.35,1199.21,20.61
11/15/2010,93.35,498.23,1197.75,20.2
11/16/2010,94.47,514.19,1178.34,22.58
11/17/2010,92.52,505.03,1178.59,21.76
11/18/2010,90.5,485.98,1196.69,18.75
11/19/2010,89.75,480.97,1199.73,18.04
11/22/2010,91,487.87,1197.84,18.37
11/23/2010,95.14,512.06,1180.73,20.63
11/24/2010,93.39,509.61,1198.35,19.56
11/26/2010,95.51,521.5,1189.4,22.22
11/29/2010,96.71,529.39,1187.76,21.53
11/30/2010,99.39,534.58,1180.55,23.54
12/1/2010,95.67,505.26,1206.07,21.36
12/2/2010,92.39,474.16,1221.53,19.39
12/3/2010,91.62,474.91,1224.71,18.01
12/6/2010,90.68,471.52,1223.12,18.02
12/7/2010,89.97,463.73,1223.75,17.99
12/8/2010,88.65,464.82,1228.28,17.74
12/9/2010,87.5,463.67,1233,17.25
12/10/2010,87.25,457.7,1240.4,17.61
12/13/2010,86.45,449.27,1240.46,17.55
12/14/2010,86.02,442.36,1241.59,17.61
12/15/2010,87.12,447.1,1235.23,17.94
12/16/2010,86.12,444.25,1242.87,17.39
12/17/2010,86.46,445.56,1243.91,16.11
12/20/2010,85.51,443.14,1247.08,16.41
12/21/2010,84.75,436.57,1254.6,16.49
12/22/2010,84.75,433.58,1258.84,15.45
12/23/2010,85.53,436.09,1256.77,16.47
12/29/2010,85.35,433.66,1259.78,17.28
12/30/2010,85.07,430.23,1257.88,17.52
12/31/2010,85.15,430.12,1257.64,17.75
1/4/2011,82.25,416.28,1270.2,17.38
1/5/2011,83,418.17,1276.56,17.02
1/6/2011,86.69,427.41,1273.85,17.4
1/7/2011,88.5,433.03,1271.5,17.14
1/10/2011,89.04,438.13,1269.75,17.54
1/11/2011,86.11,424.48,1274.48,16.89
1/12/2011,84,414.99,1285.96,16.24
1/13/2011,84.86,419.29,1283.76,16.39
1/14/2011,83.3,411.38,1293.24,15.46
1/18/2011,82.61,409.24,1295.02,15.87
1/19/2011,83.91,417.64,1281.92,17.31
1/20/2011,84.5,420.0270499,1280.26,17.99
1/21/2011,82.8625,413.3676469,1283.35,18.47
1/24/2011,81.68125,406.1992466,1290.84,17.65
1/25/2011,82.63571429,406.2771314,1291.18,17.59
1/26/2011,82.57374317,407.1655291,1296.63,16.64
1/27/2011,82.875,407.4438148,1299.54,16.15
1/28/2011,86.14285714,419.8099402,1276.34,20.04
1/31/2011,84.34375,413.0418044,1286.12,19.53
2/1/2011,82.88,406.24,1307.59,17.63
2/2/2011,82.8,406.22,1304.03,17.3
2/3/2011,82.03,401.48,1307.1,16.69
2/4/2011,81.52,398.71,1310.87,15.93
2/7/2011,79.95,388.09,1319.05,16.28
2/8/2011,79.16666667,382.3125568,1324.57,15.81
2/9/2011,81.31,388.32,1320.88,15.87
2/10/2011,81.75,390.8489708,1321.87,16.09
2/11/2011,80.11666667,385.2269291,1329.15,15.69
2/14/2011,80.45,387.8,1332.32,15.95
2/15/2011,81.04,389.38,1328.01,16.37
2/16/2011,80.5,387.6967046,1336.32,16.72
2/17/2011,79.32,382.48,1340.43,16.59
2/18/2011,79.71,383.87,1343.01,16.43
2/22/2011,83.75,398.9082489,1315.44,20.8
2/23/2011,86.43,411.17,1307.4,22.13
2/24/2011,85.41666667,409.4657181,1306.1,21.32
2/25/2011,83.07142857,405.1694042,1319.88,19.22
2/28/2011,82.00886877,396.7165983,1327.22,18.35
3/1/2011,84.565625,407.2193625,1306.33,21.01
3/2/2011,85,412.5647153,1308.44,20.7
3/3/2011,82.47916667,401.811334,1330.97,18.6
3/4/2011,83.61785714,406.848574,1321.15,19.06
3/7/2011,84.25,410.3458938,1310.13,20.66
3/8/2011,83.75,407.7775286,1321.82,19.82
3/9/2011,84.77083333,412.8023348,1320.02,20.22
3/10/2011,87.25,425.9792511,1295.11,21.88
3/11/2011,86.19285714,420.0010042,1304.28,20.08
3/14/2011,86.96428571,424.1547812,1296.39,21.13
3/15/2011,88.95714286,438.3018126,1281.87,24.32
3/16/2011,91.65714286,458.2074062,1256.88,29.4
3/17/2011,89.54166667,444.2028034,1273.72,26.37
3/18/2011,86.5167202,425.0718681,1279.2,24.44
3/21/2011,96,416.8422156,1298.38,20.61
3/22/2011,96.75833333,420.3550715,1293.77,20.21
3/23/2011,96.75,419.5426516,1297.54,19.17
3/24/2011,94.58333333,407.8497312,1309.66,18
3/25/2011,95.01666667,412.4765628,1313.8,17.91
3/28/2011,95.95833333,452.54562,1310.19,19.44
3/29/2011,96.26785714,450.5845752,1319.44,18.16
3/30/2011,95.0375,443.6299986,1328.26,17.71
3/31/2011,95.82142857,451.7864184,1325.83,17.74
4/1/2011,94.15714286,438.267869,1332.41,17.4
4/4/2011,93.31071429,433.4158601,1332.87,17.5
4/5/2011,93.69678571,435.1402426,1332.63,17.25
4/6/2011,92.75,432.6083205,1335.54,16.9
4/7/2011,93.64285714,435.5267655,1333.51,17.11
4/8/2011,93.59357679,434.1419367,1328.17,17.87
4/11/2011,93.88333333,436.5328831,1324.46,16.59
4/12/2011,94.98214286,444.8856805,1314.16,17.09
4/13/2011,95.00844329,448.1627191,1314.41,16.92
4/14/2011,94.69571429,446.3080515,1314.52,16.27
4/15/2011,94,443.3791428,1319.68,15.32
4/18/2011,95.66142857,453.1816187,1305.14,16.96
4/19/2011,94.70833333,448.9147161,1312.62,15.83
4/20/2011,92.60266604,438.3227325,1330.36,15.07
4/21/2011,93.06785714,439.461772,1337.38,14.69
4/26/2011,92.69642857,437.5802886,1347.24,15.62
4/27/2011,91.64285714,434.1633585,1355.66,15.35
4/28/2011,89.55,428.3615682,1360.48,14.62
5/3/2011,89,428.482052,1356.62,16.7
5/4/2011,89.75,434.6172929,1347.32,17.08
5/5/2011,90.51609352,437.0421666,1335.1,18.2
5/6/2011,90.41428571,437.4084137,1340.2,18.4
5/9/2011,89.33264267,431.3870967,1346.29,17.16
5/10/2011,88.51666667,425.8098869,1357.16,15.91
5/11/2011,89.19166667,430.6679351,1342.08,16.95
5/12/2011,88.46822865,430.2044485,1348.65,16.03
5/13/2011,89.45,432.7697774,1337.77,17.07
5/16/2011,89.49402829,436.3516274,1329.47,18.24
5/17/2011,90.25,444.2064706,1328.98,17.55
5/18/2011,88.7786,441.3493,1340.68,16.23
5/19/2011,88.62142857,438.3701371,1343.6,15.52
5/20/2011,89.82143433,445.2782609,1333.27,17.43
5/23/2011,91.75,454.2266442,1317.37,18.27
5/24/2011,91.43529507,454.0012305,1316.28,17.82
5/25/2011,90.85833333,452.4235983,1320.47,17.07
5/26/2011,90.484375,449.9496425,1325.69,16.09
5/27/2011,90.64214286,450.3128798,1331.1,15.98
5/31/2011,89.46428571,447.1354552,1345.2,15.45
6/1/2011,92,461.2428107,1314.55,18.3
6/2/2011,92.94642857,464.5018686,1312.94,18.09
6/3/2011,94.65,473.9960518,1300.16,17.95
6/6/2011,96.01785714,482.066603,1286.17,18.49
6/7/2011,95.69642857,481.0380033,1284.94,18.07
6/8/2011,98.04166667,500.6907709,1279.56,18.79
6/9/2011,98,497.7483874,1289,17.77
6/10/2011,99.05,507.1642696,1270.98,18.86
6/13/2011,99.5,507.2967863,1271.83,19.61
6/14/2011,96.73928571,490.9843574,1287.87,18.26
6/15/2011,99.88333333,509.8544838,1265.42,21.32
6/16/2011,100.5304228,513.997867,1267.64,22.73
6/17/2011,99.54166667,507.3167497,1271.5,21.85
6/20/2011,99.5,506.4253418,1278.36,19.99
6/21/2011,96.47916667,489.9806879,1295.52,18.86
6/22/2011,97.46428571,492.8933612,1287.14,18.52
6/23/2011,98.53571429,500.252387,1283.5,19.29
6/24/2011,101.0285714,514.2110652,1268.45,21.1
6/27/2011,100.0742857,509.7779948,1280.1,20.56
6/28/2011,98.03125,498.4844739,1296.67,19.17
6/29/2011,94.84375,480.6189569,1307.41,17.27
6/30/2011,91.9375,460.2823321,1320.64,16.52
7/1/2011,89.66666667,445.9570921,1339.67,15.87
7/5/2011,91.41785714,454.1822854,1337.88,16.06
7/6/2011,92.29166667,460.6028382,1339.22,16.34
7/7/2011,90.696875,446.0565376,1353.22,15.95
7/8/2011,92.39285714,458.225228,1343.8,15.95
7/11/2011,96.39757499,479.2510333,1319.49,18.39
7/12/2011,97.95833333,488.3833918,1313.64,19.87
7/13/2011,96.390625,484.8149505,1317.72,19.91
7/14/2011,96.5625,486.4762537,1308.87,20.8
7/15/2011,97.20714286,490.5369968,1316.14,19.53
7/18/2011,99.11785714,502.076913,1305.44,20.95
7/19/2011,96.5,492.6969902,1326.73,19.21
7/20/2011,94.36428571,478.6997735,1325.84,19.09
